userId,movieId,rating,timestamp
468,2847,5.0,965336302
67,2544,3.0,1261624272
602,1159,4.0,953925031
380,594,3.5,1164877263
203,2451,5.0,1327185596
379,7520,4.0,1493421497
330,4131,4.5,1537157649
136,936,4.5,1204863783
124,921,4.5,1474289973
470,4170,4.0,1496671906
452,302,4.0,1005967174
67,398,4.5,1158531542
409,824,4.0,990728473
562,1869,3.0,1441845661
128,4926,4.0,1167376056
366,2391,4.0,997812532
595,2086,3.0,1535830123
174,464,3.5,1234188140
317,7936,4.0,1424456290
56,2109,4.0,965796211
207,9,2.0,940639452
493,897,5.0,1001666564
50,2072,2.5,1230931151
413,976,4.0,991327754
411,2034,2.0,939113740
368,43,3.5,1237083091
136,615,3.0,1204859345
306,1182,2.0,1186161017
255,2679,4.5,1447001226
602,1004,4.0,953927787
75,98,3.0,1439166428
565,295,3.0,849006000
599,963,4.0,1237858421
418,4251,3.5,1328318734
479,4967,3.5,1179161136
104,963,4.0,1447579905
598,4416,3.0,1498523691
233,1938,5.0,1004408002
374,897,5.0,1225314356
17,6848,3.5,1455749428
371,2987,1.0,874415441
562,775,3.5,1441846378
74,1985,1.5,1158967058
303,257,5.0,891173194
563,3826,4.0,1481817601
437,1622,4.0,1105667170
329,404,3.0,1285905610
459,3443,4.0,1359176469
155,1663,5.0,946799476
533,7592,4.5,1459787998
524,1978,3.0,1476476276
570,2764,1.0,966900003
389,3742,1.5,1250275221
18,1383,2.0,965706771
306,619,4.0,1186087476
104,5499,3.5,1446618506
447,6753,2.5,1243238059
366,2438,3.0,997812202
317,6058,3.0,1262804474
130,6314,3.5,1349840736
231,6360,3.0,1183607472
183,9638,3.0,1537109917
50,6011,5.0,1230929886
287,3620,4.0,1034954133
83,46,4.0,857653594
155,5473,4.0,1106881869
329,3189,4.5,1285905149
248,7524,2.5,1346753639
273,2076,3.5,1288172971
566,8618,3.0,1525286707
473,1210,4.0,974667355
418,7671,4.0,1321853700
408,2473,3.0,968978115
27,5628,2.5,1242032514
338,9025,4.0,1460185594
220,3506,3.5,1111178377
8,2160,3.0,1044657221
297,3283,2.5,1447598580
131,3441,3.0,1161799533
31,622,1.0,856736227
81,1330,3.0,1084521364
273,6464,3.5,1186723324
396,840,4.5,1181966593
176,7751,3.0,1435837121
245,3633,5.0,1354126775
604,1397,3.0,1277096948
20,1070,0.5,1468113524
166,4070,4.5,1154721707
100,2395,3.0,968440828
218,686,5.0,1194686851
102,6596,4.5,1431957871
473,3938,2.0,1046887698
452,1729,5.0,972622713
327,8277,2.5,1494211297
69,6868,5.0,1355198254
544,6334,1.5,1240359305
508,1502,3.5,1436393168
609,8090,4.0,1493848830
62,823,4.0,1443200023
23,1971,3.5,1458941896
272,379,4.0,835860797
65,385,3.0,1093143935
524,3979,4.5,1476478148
605,679,3.5,1171755917
473,1000,4.0,1074474320
260,2038,3.0,1404880897
17,7712,4.0,1511043515
114,701,4.0,944958086
473,4600,3.5,1078495443
598,8532,3.5,1498528866
306,4853,3.0,1187383446
566,9415,1.0,1525289624
56,818,3.0,965796333
293,2282,1.0,966597212
177,615,3.0,1164355216
605,5363,4.0,1171237031
413,6182,3.5,1168551546
138,4755,3.0,1453924470
219,6621,2.5,1230055132
248,7065,4.0,1354895973
468,1066,5.0,965333666
355,2019,5.0,1232430617
131,6868,3.5,1329983505
350,7405,3.5,1326210744
176,693,4.0,1435536014
287,2857,3.5,1054568650
223,1562,5.0,971812094
266,910,5.0,959806709
266,1796,5.0,959808960
525,5719,3.0,1502132058
596,989,5.0,940420695
475,126,3.0,835021342
508,7547,3.5,1435999262
596,942,5.0,941640394
33,5612,4.5,1163954693
375,933,4.5,1364933092
306,4238,4.0,1204234597
273,6630,3.0,1239123021
598,5151,1.5,1498504804
437,192,2.5,1105829435
583,509,3.0,834987019
248,4428,3.5,1347887013
317,9650,3.5,1536152628
414,3191,3.0,1382470434
350,613,4.5,1326028015
413,2811,3.0,961437358
295,2224,5.0,1532993828
325,546,3.0,1419880402
297,8104,1.5,1453033179
0,1552,5.0,964982838
413,6399,3.0,1199721810
351,1266,3.0,1493673518
206,2231,0.5,1258547883
579,5200,0.5,1167791240
63,5616,4.5,1161529878
306,6504,4.0,1193172094
413,3885,4.0,1026826617
304,2452,5.0,1516132874
601,485,2.0,840875825
67,2670,4.0,1158531236
271,4112,4.0,1533566206
90,4518,3.5,1112717304
380,2300,4.0,1197265272
118,7449,4.0,1436007612
516,5998,2.5,1487955853
271,507,3.5,1533490657
379,7105,3.5,1502542738
447,7967,2.0,1382793786
31,839,4.0,856737123
447,1520,2.0,1019563932
331,2125,2.5,1352671284
413,2300,3.0,961437391
134,1710,5.0,1009694290
139,1971,2.0,944488906
551,615,3.0,1111473067
413,2216,3.0,961515597
526,1616,5.0,1033175938
264,1136,2.0,965320104
291,4153,2.0,1323631830
16,3358,4.0,1305696310
499,2476,4.0,1005527659
273,3239,3.5,1172427443
61,8519,5.0,1521489984
165,5920,3.5,1189037895
260,5651,4.5,1404881639
220,5702,4.5,1121365434
423,8045,4.5,1457844575
424,275,3.5,1085477351
524,2212,3.5,1476478464
542,3898,0.5,1377068503
468,1021,5.0,965846506
274,3609,4.0,1049077716
598,3400,2.5,1498515250
599,4876,0.5,1237759511
109,613,3.5,1175330233
89,1043,4.0,856354100
61,5920,3.0,1525553942
199,1869,4.0,1229889128
216,2251,3.0,955936099
121,2610,4.5,1461562891
476,483,3.5,1200940045
602,3514,2.0,1002403475
122,4791,3.5,1447269086
379,2708,4.0,1494804348
598,6809,2.5,1498517245
117,257,4.0,944924487
306,1113,0.5,1186086070
293,779,1.0,966596327
353,919,4.0,1200952862
233,3136,4.0,1004407486
413,2370,4.0,963322341
598,4691,2.5,1519264065
413,1206,3.0,961514377
599,2164,2.5,1237759231
589,686,5.0,1258419557
396,942,5.0,1181966446
579,4421,4.0,1167673988
572,867,5.0,1186590015
539,3563,3.5,1179108601
178,134,5.0,840907462
468,520,5.0,965336630
566,8255,2.0,1525288306
238,4007,4.5,1221158953
494,4876,0.5,1458636902
372,265,5.0,846830521
246,6726,2.0,1467644146
225,3898,4.0,1114839245
603,325,3.0,832081063
10,307,5.0,902154342
587,156,1.0,839316215
287,325,2.0,978559595
265,1182,3.0,945669431
63,2026,3.5,1161521114
550,9418,5.0,1504925492
16,831,4.0,1305696318
304,4354,5.0,1460135607
356,510,4.5,1348610433
351,6912,3.0,1493674514
116,276,3.0,844163454
198,3827,1.5,1119190937
133,133,3.0,832841215
413,1349,4.5,1091716562
220,888,4.5,1111178153
92,77,4.0,942946013
330,6505,3.0,1537157944
226,7602,4.5,1447210670
566,6330,2.5,1525288037
376,1785,4.5,1340347658
599,3169,3.0,1237760310
479,4398,2.5,1179166512
164,509,4.0,1046741972
473,1634,3.5,1100291830
83,883,3.0,860397352
297,3619,2.5,1447598249
447,7881,2.5,1374356300
457,418,5.0,845651700
49,5344,4.0,1527370364
18,549,2.0,965704331
284,659,5.0,1454214716
605,975,4.5,1171822730
598,286,2.5,1498516196
245,6659,4.5,1353869542
598,184,2.5,1498516455
473,5020,3.5,1144882753
190,243,4.0,829760898
306,301,1.5,1186085618
488,2036,2.0,1333296882
401,584,3.0,852552188
44,921,4.0,950723493
390,2451,5.0,1030827699
447,1486,4.0,1019128140
248,1297,4.5,1346757607
102,812,3.5,1431970300
390,418,2.0,1030824455
198,898,4.0,940379799
189,5291,3.0,1504310129
338,6058,3.0,1460185253
148,1157,4.0,902084909
114,2144,1.0,959800667
379,8025,5.0,1493474045
437,287,3.5,1105654478
60,3557,4.0,1145532542
24,7022,5.0,1535470493
571,2193,5.0,946485101
312,2066,2.0,1030475795
245,7865,4.0,1354149325
589,2001,3.5,1267236872
503,4788,4.5,1072065906
231,6780,4.5,1261435496
551,2275,4.0,1111473136
516,784,3.5,1487953857
27,2642,2.5,1243837349
152,1627,1.0,1525551067
596,906,5.0,940361870
607,2429,2.0,1117506788
376,7566,3.0,1340344027
605,714,5.0,1171326556
273,6164,3.5,1172026603
41,3415,3.0,996260295
569,6441,3.5,1181555656
39,266,5.0,832059622
102,2035,4.5,1440773606
67,7289,4.0,1272756019
431,1281,3.0,1335139796
521,7467,5.0,1297482357
527,1857,2.0,1391734359
576,2386,2.0,945965629
567,1760,4.0,1243575794
61,3633,5.0,1521488587
65,533,4.0,1093747858
67,5561,3.0,1230497663
368,2803,3.5,1237082832
599,6719,3.5,1237710526
110,2996,2.5,1516141085
312,2152,5.0,1030475795
218,1059,3.5,1195335036
572,3641,5.0,1186589716
165,5533,5.0,1189038287
225,4882,4.0,1097544898
488,3765,1.0,1332774836
283,191,3.0,832786529
44,1186,5.0,950740871
457,334,5.0,845651796
132,463,3.0,843491514
366,919,4.0,997811331
533,5980,4.0,1459787997
473,3795,2.5,1057582021
386,6354,3.5,1207377125
508,7866,2.5,1435999746
605,1110,4.5,1171818537
369,4926,3.5,1159163489
176,6061,2.0,1435836996
88,7199,5.0,1520408841
596,1180,3.0,941729029
273,951,4.0,1253914593
473,1470,1.0,1046984897
308,5148,4.0,1126452329
607,4620,4.5,1147794878
44,1210,4.0,950741569
379,2055,3.0,1494804634
386,5988,3.5,1127962571
17,6153,4.5,1455049870
248,2804,4.0,1356439422
431,6905,4.0,1315244969
216,963,3.0,955943501
211,3740,3.5,1523216567
306,6402,3.0,1204234902
609,7151,2.5,1493848618
41,2803,4.0,996217575
102,92,4.0,1431957331
27,6626,2.5,1240211643
316,6480,3.0,1430512136
225,2380,4.0,1095663195
413,3241,2.0,1072058374
132,398,4.0,843490862
413,6411,3.5,1189811286
38,1492,3.0,974788629
87,4392,0.5,1331420782
208,9600,4.5,1524522248
40,956,5.0,1458939478
447,9251,3.0,1489778727
56,1729,5.0,965796969
457,508,2.0,845651602
352,313,2.0,831940569
447,7646,2.0,1348777053
67,1348,3.0,1261624329
273,1266,4.5,1171492701
361,909,5.0,1532214433
293,701,2.0,966633792
481,5350,1.0,1105397168
553,483,2.0,944900237
6,2013,2.0,1106635420
248,1744,3.0,1347318520
413,6888,2.5,1273977836
453,7351,3.5,1279547256
121,7758,4.0,1461561573
232,6693,4.5,1520206338
447,2552,4.0,1019130925
303,800,3.0,946450994
372,507,3.0,846829968
427,3827,3.5,1111623634
383,706,3.0,994038103
586,566,4.0,953139766
468,384,5.0,965425798
317,4909,3.0,1413627653
483,1742,3.0,1342365624
67,2830,4.0,1269122770
390,1871,3.0,1030825330
135,197,2.0,832449197
561,919,4.0,1368892373
181,4291,2.5,1077069874
139,1031,3.0,952101286
560,3662,3.5,1491092410
469,249,3.0,849075299
473,883,3.5,1087832040
59,2523,4.0,1393541937
273,2021,3.5,1171944459
447,7467,2.0,1314387349
198,361,4.0,940544155
331,1060,2.0,1352670992
203,5623,4.5,1327181441
140,5253,4.5,1513132233
598,1280,3.0,1498521559
209,8021,4.5,1527266161
479,5159,3.5,1179164413
467,98,3.0,831400545
338,6867,4.0,1460182268
421,1978,4.0,986172053
413,3572,4.0,1023113988
446,465,3.0,836962144
437,5994,5.0,1146924119
447,1509,3.0,1019127044
218,3766,2.0,1195944722
391,2030,5.0,1027524290
395,172,0.5,1111688575
248,1382,3.0,1347318606
598,6608,3.0,1519120083
551,1321,3.5,1111472912
304,6913,4.0,1460136944
607,3226,3.5,1117505207
88,698,3.5,1520408299
598,2097,2.0,1498510825
304,2109,5.0,1524898025
267,921,4.0,940173559
22,793,3.0,1107342203
199,18,3.5,1229877095
41,852,5.0,996258339
273,1526,3.0,1171829543
300,1063,3.0,1211376856
293,2892,3.0,966595028
231,6029,4.5,1147585563
56,606,2.0,969754038
17,4383,4.5,1455617896
589,658,3.0,1258421549
273,5777,4.0,1217201393
479,5885,2.5,1179165295
377,8551,4.0,1445346979
350,5370,3.5,1328288287
79,4931,4.5,1377308721
351,8045,4.5,1493931978
600,2077,4.5,1521398194
570,1618,1.0,966900418
609,5084,4.0,1479542188
247,9691,4.5,1534599909
572,7756,4.5,1341797602
447,7697,3.0,1362238078
297,5971,2.5,1467489707
39,268,5.0,832059658
258,355,3.0,1146845313
186,3970,4.5,1161849326
287,1469,2.0,976139036
367,2078,3.0,971276062
602,1009,3.0,953925548
50,1726,5.0,1230932267
336,13,3.0,860255866
294,257,5.0,1320064918
446,395,4.0,836960872
331,43,4.0,1352672211
482,2246,2.5,1181496792
83,395,4.0,858772136
599,6294,4.5,1237764332
39,340,3.0,832060108
231,5885,3.0,1182909600
102,1549,5.0,1431968251
220,974,4.5,1111178126
349,549,3.0,864941018
508,8283,4.0,1435993114
476,3388,2.5,1201158637
249,1198,4.5,1121217590
533,1733,4.0,1459787997
108,779,3.0,841152071
181,2504,0.5,1075859296
20,8413,4.0,1403460536
327,3668,4.0,1494211261
231,5993,3.5,1247190421
72,8115,3.0,1464198045
338,8861,4.5,1460518845
181,1162,4.5,1063285996
124,9415,3.0,1485508572
219,1157,4.5,1230060317
605,796,4.0,1171811645
273,5151,2.0,1173041248
27,5688,2.0,1234850044
90,1311,0.5,1112717209
14,7116,2.5,1510578103
437,5777,3.5,1142284030
413,4134,3.5,1095465790
209,8781,4.0,1537632310
381,5980,3.5,1515172603
609,6513,3.5,1493846473
216,551,3.0,955942698
379,793,5.0,1493474088
540,21,4.0,835643333
274,1438,4.0,1049076274
226,613,5.0,1447189556
589,2510,4.0,1258422917
178,364,3.0,840907726
245,254,4.0,1354127167
508,8271,3.5,1436027300
200,1796,5.0,939226586
413,2632,4.0,961514795
274,702,5.0,1049076206
609,3803,3.5,1493849209
139,659,5.0,942842394
197,1157,1.0,1034135655
287,6136,4.0,1203019525
357,7058,4.5,1339546356
181,1958,3.0,1055155862
517,915,4.0,1056907496
61,4159,4.5,1521488875
198,5251,2.0,1094516626
104,8628,5.0,1526207544
273,7100,3.5,1261091214
411,942,4.0,939114074
65,1231,4.5,1113188373
589,731,4.0,1264794190
452,1374,4.0,1005967028
483,3456,2.0,1342294986
461,2845,4.0,1123891727
116,656,3.0,844163962
551,24,3.0,1112151250
482,596,4.0,1415579222
579,5259,2.5,1167674242
338,474,5.0,1460182103
473,682,3.5,1079963736
482,1871,4.0,1327277910
287,818,5.0,975692448
473,4108,3.0,1137442523
297,4439,1.5,1449592498
70,176,2.0,864738913
306,6483,0.5,1196131419
21,1710,4.0,1268330627
297,7570,0.5,1447517243
104,3849,3.5,1446571985
602,647,4.0,963176251
64,1733,4.5,1494767143
413,4935,4.0,1098713049
121,6780,4.5,1461561586
559,1257,4.0,1469654344
297,6839,2.0,1447517825
516,5730,1.0,1487957371
413,8304,4.0,1489536975
473,724,4.0,1087217719
607,2248,3.0,1117490688
609,4520,3.5,1493846114
287,5943,3.0,1209043794
308,3202,4.0,1126452000
447,8463,3.0,1436022177
56,1291,2.0,969754379
465,5901,3.5,1439885227
287,4350,3.0,1079983949
371,137,3.0,874416058
599,436,4.0,1237742340
447,5497,3.0,1171203513
287,771,3.0,978469957
317,2614,3.5,1423672264
468,1428,5.0,965662104
589,1480,3.5,1258418127
508,4418,3.5,1435999436
483,2956,3.0,1342365530
609,6747,3.5,1493848708
287,1668,3.0,975692708
481,621,4.0,1105395950
560,4571,3.5,1491094376
262,5291,3.5,1120071502
216,1066,4.0,955935905
216,621,4.0,955941016
513,4636,4.5,1533949005
265,249,1.0,945670160
338,7629,4.0,1460518823
106,287,3.0,832003678
317,1622,3.5,1262806207
142,4874,3.0,1444881560
278,8004,2.0,1506395334
94,1575,4.5,1071803863
364,7750,2.5,1488333598
372,302,3.0,846829862
50,3212,3.0,1230930034
181,4253,3.0,1076448344
219,546,3.0,1230055720
167,7101,4.5,1306806626
378,217,3.0,847397421
0,1825,5.0,964982242
272,257,4.0,835798985
413,1062,3.0,961514273
44,3774,5.0,1020802436
605,5406,4.0,1173381141
303,1264,3.0,933167454
62,1938,3.5,1443199667
599,2066,3.5,1237713198
579,4900,4.0,1167790261
72,8475,1.0,1464196354
360,5834,2.0,1204046238
447,2247,3.0,1019132552
437,5151,4.0,1105654685
104,3718,3.0,1447563161
181,1045,4.0,1063288177
413,3047,4.0,991144390
399,910,5.0,1498870163
478,157,3.0,1039367407
18,2144,4.0,965702994
324,18,2.0,1039395714
14,5363,2.5,1510577973
607,1204,2.5,1117507275
572,6520,5.0,1248839984
110,514,4.0,1516154072
576,1416,5.0,945966158
209,9132,4.5,1527266128
74,1575,3.5,1158990116
317,7537,4.5,1325520957
36,508,4.0,845239388
447,3885,4.0,1034790010
350,510,4.5,1326028138
473,1471,4.0,975173679
420,985,4.5,1311494656
390,190,4.0,1030825064
248,9217,4.5,1518993126
0,787,3.0,964982903
90,685,4.0,1112712251
595,792,4.0,1535826716
248,7491,3.0,1347318595
589,314,5.0,1258416659
379,964,5.0,1493423478
447,3563,4.0,1071935179
516,1210,0.5,1487957815
220,4876,0.5,1111176181
175,307,4.0,840108593
248,3358,3.5,1422835500
306,986,3.0,1186161725
235,1871,5.0,943015701
595,8424,3.0,1535832771
231,6041,3.5,1247190503
10,33,4.0,902155135
419,1718,3.5,1218036314
67,1234,4.0,1158535543
327,12,3.0,1494212082
168,2576,4.0,1059428218
297,6905,3.0,1447518094
181,5291,4.5,1120879427
225,5135,3.5,1203892179
598,1668,2.5,1519141139
49,8565,2.0,1514239207
287,1768,3.0,976138118
293,230,1.0,966596566
252,6957,4.5,1286644826
605,1401,3.5,1178302696
3,1298,5.0,945079143
229,801,4.0,1196304192
413,9223,4.0,1525562962
338,4791,4.0,1460186702
602,2223,4.0,953928295
142,3849,2.0,1444769126
426,3849,4.0,1053070350
233,1986,3.0,1004408321
297,7987,3.0,1447518419
351,1121,3.0,1493673973
476,6644,4.0,1263711414
50,2155,4.5,1230932150
479,3841,1.0,1179165656
50,2612,4.0,1230932079
379,1471,3.0,1494803575
447,5190,3.5,1122228632
386,3677,4.5,1117354929
327,1266,3.5,1494211071
92,546,4.0,942946508
558,35,3.0,845475987
181,28,4.0,1054779789
201,201,4.0,974912792
42,637,5.0,848995009
598,1778,2.5,1519128023
418,1037,4.0,1318337879
139,1355,4.0,946989913
595,2416,4.0,1535711665
423,3162,3.5,1457900953
197,1486,5.0,1034138159
605,4234,3.0,1182353292
201,55,3.0,975013683
50,3146,4.5,1230930062
181,4787,4.0,1085148199
602,1961,3.0,953926058
259,1044,4.5,1109409394
437,1712,4.5,1105649754
589,5197,4.0,1264193605
231,793,4.5,1218164976
20,929,2.5,1418932215
411,2128,4.0,939113844
189,3189,3.5,1504310018
186,6162,4.0,1180301722
177,134,4.5,1164355385
255,5856,4.0,1446580601
461,1321,1.0,1171562142
298,2696,3.0,974620300
159,2312,1.0,971113866
124,8070,5.0,1474141969
488,1804,3.0,1333232190
14,6886,3.0,1510578158
602,509,2.0,953928090
110,4350,3.0,1516140954
494,7073,5.0,1458635551
72,8354,5.0,1464275303
14,910,5.0,1510572653
447,19,3.0,1019124922
566,8675,3.0,1525282047
413,913,5.0,961516639
297,6576,3.0,1449592478
366,3209,3.0,997814114
289,299,4.0,974937901
303,1598,4.0,913327469
606,1938,5.0,963080047
589,5213,2.5,1267150589
218,2353,2.5,1194686222
208,2992,5.0,1524607711
273,511,3.0,1171493418
351,8431,2.0,1493674859
560,2194,4.0,1491094644
482,3979,5.0,1178210850
297,5920,0.5,1449592359
98,9,4.0,829827514
40,3152,4.0,1458940118
67,2285,3.0,1158534005
413,1219,3.0,971182732
598,422,3.0,1498523544
461,4638,5.0,1201445807
473,6167,4.0,1165540079
75,897,4.0,1439168691
598,5929,2.5,1498514043
269,16,4.0,853918728
577,7334,4.0,1300991370
598,2,1.5,1498505071
452,3617,5.0,1034602008
493,325,2.0,1000384043
20,1485,5.0,1417378095
566,6866,3.5,1525286181
558,359,3.0,845476422
110,6784,5.0,1516141362
605,921,4.0,1171237134
265,1373,1.0,945669162
544,40,2.5,1240358381
609,5518,4.5,1479542026
386,964,3.0,1094849240
55,217,3.0,835799162
198,3146,2.0,1025918733
366,1806,4.0,997812283
476,2832,4.0,1200939934
56,2011,3.0,972172160
225,230,2.5,1114839418
306,4068,1.0,1186084418
372,24,5.0,846830207
559,8161,1.5,1469649211
437,3766,4.0,1105650140
436,132,3.0,859721610
221,1172,1.5,1391346690
591,436,5.0,837350175
596,436,4.0,941559656
413,2902,3.0,978963106
570,1994,2.0,966901253
367,908,5.0,971274603
221,3520,4.5,1391352766
199,6877,4.0,1229887817
477,838,3.0,1121467330
596,2100,5.0,941641222
248,7819,3.0,1347887288
50,3316,3.5,1230931991
61,8269,3.0,1523788866
203,828,4.0,1327183736
77,2328,3.0,1252573389
327,2096,5.0,1494212079
281,3635,5.0,1378491814
562,5903,3.0,1441845890
303,507,5.0,891173460
602,2606,3.0,963176536
473,1603,3.0,1007320793
566,919,2.5,1525287875
478,3071,3.0,1039362123
425,7022,2.5,1451080759
482,733,4.0,1178294254
176,7137,5.0,1435524764
125,260,2.0,845925854
297,706,4.0,1447607114
351,7751,3.0,1493674829
287,895,5.0,979163450
427,910,3.5,1111623640
296,420,4.0,900872213
554,2636,5.0,978748219
296,71,1.0,900872461
231,770,3.0,1076967778
248,5965,3.5,1355366214
372,197,1.0,846829901
607,1180,2.5,1117415355
118,8045,4.0,1438547766
3,1607,5.0,986934738
164,3953,3.0,1046741372
489,4131,3.5,1328145283
274,4032,5.0,1049077127
312,1825,2.0,1030556197
572,6059,4.5,1186722589
88,3897,5.0,1520408858
604,1881,3.5,1277094769
356,823,4.5,1348627752
19,3007,4.0,1054037969
216,2550,2.0,956194747
331,3002,3.5,1352672636
110,7958,4.5,1516141427
479,4131,4.5,1179160168
456,1057,4.0,993610777
229,551,2.0,1196304098
75,314,1.0,1439165536
437,4153,3.5,1105650234
216,2000,2.0,955940534
516,472,3.0,1487953270
608,642,3.0,847221054
386,6167,3.0,1157870712
317,7330,3.5,1424546891
129,307,2.0,832589546
273,2125,3.5,1227005824
534,1867,3.0,939029864
102,950,4.5,1431957466
390,3889,4.0,1030824733
482,7799,4.0,1415578082
264,1053,3.0,965315212
444,6993,4.5,1454621828
121,8045,5.0,1461561375
598,3719,2.0,1498510219
599,4013,3.5,1237715177
566,6886,2.5,1525287943
390,3796,2.0,1032389500
451,61,5.0,1019585277
502,6517,0.5,1335219507
231,4881,3.5,1218166066
5,509,3.0,845553109
313,35,3.0,834398364
380,3915,3.5,1200824464
386,1320,3.0,1117430385
535,290,5.0,832840219
63,3619,3.0,1161528785
18,288,3.0,965705097
379,4600,3.5,1493420082
431,7788,4.0,1328049771
83,586,4.0,858772760
524,9205,3.0,1476475864
293,451,3.0,966596753
609,2941,3.5,1493844890
482,1562,3.5,1215895499
293,2446,2.0,966595587
226,7750,4.0,1447209866
579,4345,5.0,1167673488
367,1436,4.0,971274822
602,1300,4.0,954482666
607,2030,2.5,1117490694
413,3857,2.0,1026229982
476,2552,5.0,1200943853
273,1144,3.5,1171786182
306,6647,3.0,1211305204
215,2848,3.0,975212259
368,1978,2.5,1237081490
46,8449,2.0,1496205321
56,1182,4.0,965797070
554,2148,1.0,978823667
605,65,4.0,1171410274
350,3136,4.0,1333037489
350,4170,4.0,1325979340
451,62,4.0,1013397998
452,2077,4.0,972622637
16,7355,4.5,1305696716
447,4090,2.5,1173560547
607,5379,4.0,1117408015
90,599,3.5,1112712296
598,7923,4.0,1519132946
609,3241,2.5,1493847172
306,2380,3.5,1194912445
413,3366,4.0,1037024199
312,2391,4.0,1030474727
479,1182,3.5,1179177734
181,15,5.0,1054783631
447,6326,2.5,1205610364
473,2100,2.0,978576164
598,3827,3.0,1498524440
107,707,3.0,1042839569
88,7975,5.0,1520409652
74,4791,4.0,1158967110
199,297,4.0,1229886407
121,46,5.0,1461561151
273,398,3.5,1256145196
226,6631,4.5,1447210013
233,0,5.0,1004409347
81,4615,3.5,1084519713
371,1004,4.0,874415603
551,2375,2.0,1112151386
578,418,4.0,958881789
250,1283,5.0,1470676743
266,831,5.0,959808749
243,5,5.0,975092819
367,1208,3.0,971276901
579,4842,3.5,1167861592
